Company Name,Orbit,Challenge Area,Industry,Business Model,Website,Featured,Description,Investors,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
Easy Taxi,Safety,Mobility & Logistics,mobile|transportation|travel,B2C|Marketplace,http://easytaxi.com,,Your taxi one click away! Easy Taxi allows you to book and track your taxi in real time on your iPhone and Android device.,Tengelmann Ventures|Russian Ventures|Rocket Internet|Rocket Internet|Rocket Internet|iMENA Holdings|Phenomen Ventures|Tengelmann Ventures,2367,581,518,113,https://mattermark.com/app/data/153379/easy-taxi,No,,,,mobile|p2p,838,821,17,2,698,140,20,386682,388681,-1,399447,-3,5496,5242,5,5503,0,0,12781,,,,,91,40,128,251,518,-52,1380612,1373094,1,1343247,3,3543,3082,15,12125,6720,80,26668,26200,2,25522,4,1/1/2011,Late,117000000,7/30/2014,40000000,sao paulo,sao paulo,,,bra,SA,Yes,15,5375,7441.86
Eco Wave Power,Assurance,Resources,cleantech|energy,B2B,http://ecowavepower.com,,"Eco Wave Power has developed proprietary technology for extracting energy from ocean and sea waves and converting it into electricity. Such technology enables to deliver effective, sustainable wave energy solutions, for affordable electricity prices.",Pirveli Ventures,125,2,76,0,https://mattermark.com/app/data/10347529/,No,,,,,9,8,1,13,2,7,350,100,82,22,41,144,,,,,,,187,,,,,,,,,,,222,220,1,218,2,1,1,0,3,6,-50,9,8,13,7,29,1/1/2011,Pre Series A,2000000,8/18/2015,2000000,tel aviv,tel aviv,,,isr,AS,No,2,2,1000000
EcoFactor,Assurance,Resources,energy|enterprise software|internet of things,B2B|B2C,http://ecofactor.com,,"Ecofactor provides automated energy savings, comfort and control through energy efficiency, demand response and hvac performance monitoring services",NRG Energy|Aster Capital|Claremont Creek Ventures|RockPort Capital Partners,106,10,85,-13,https://mattermark.com/app/data/30137/,No,,,,big data|internet of things|sustainability,42,17,25,147,39,3,8,20061,20647,-3,18333,9,,,,,,,929,,,,,18,0,,18,13,38,209,207,1,208,0,1,1,0,2,1,100,376,375,0,370,2,1/1/2006,B,10000000,10/14/2013,10000000,bay area,redwood city,bay area,CA,usa,NA,No,24,288,34722.22
Ecolibrium,Assurance,Resources,energy,B2B,http://ecolibriumenergy.com,,"Ecolibrium Energy provides energy solutions to help commercial, institutional, and industrial organizations use energy more intelligently.",International Finance Corporation|Infuse Ventures,164,39,91,16,https://mattermark.com/app/data/151608/,No,,,,,59,59,0,0,50,9,18,939,1009,-7,752,25,,,,,,,203,,,,,14,13,8,38,24,58,1006,1003,0,981,3,9,14,-36,60,70,-14,456,441,3,410,11,1/1/2008,Pre Series A,1600000,5/27/2013,1600000,ahmedabad,ahmedabad,,,ind,AS,No,29,612,2614.38
einFach,,,mobile,B2B|B2C,http://ein-fach.de,,Hoard allows you to securely deposit your keys and exchange them with others.,,2,,2,-164,https://mattermark.com/app/data/216838/einfach,No,,,,collaborative consumption|internet of things|logistics,2,2,0,0,3,-1,-33,20,19,5,17,18,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,11,10,10,8,38,,No Known Funding,,,,,,,,,,No,,,
Emrals,Assurance,Resources,cleantech|gaming|hardware,B2B|B2C,http://emrals.com,,Emrals is a digital currency for civic good. A real-life game and eCan connected device empower citizens to clean their city..,,44,,44,-5,https://mattermark.com/app/data/245156/,Yes,600000,2000000,8750,social good,2,2,0,0,2,0,0,2,2,0,3,-33,,,,,,,3269,,,,,32,59,-46,212,211,0,102,101,1,104,-2,1,1,0,3,2,50,18,18,0,17,6,,No Known Funding,,,,new york,brooklyn,new york,NY,usa,NA,No,,,
Enbala Power Networks,Assurance,Resources,cleantech|energy|internet of things,B2B,http://enbala.com,,"Enbala Power Networks, a smart grid network, pays electricity users who create a more robust and reliable electric power grid.",GE Ventures|Edison Energy|EnerTech Capital Partners|Sorfina Capital|Chrysalix EVC|Obvious Ventures|EnerTech Capital|XPV Capital|Chrysalix Energy|EDC Equity,101,1,32,8,https://mattermark.com/app/data/47409/enbala-power-networks,No,,,,,34,34,0,0,24,10,42,94,77,22,50,88,,,,,,,566,,,,,1,0,,2,18,-89,7,7,0,7,0,,,,,,,732,727,1,702,4,1/1/2003,B,22000000,9/15/2015,3000000,toronto,toronto,,ON,can,NA,No,1,1,3000000
EnergySage,Assurance,Resources,cleantech|energy|solar power,B2C|Marketplace,http://energysage.com,,"The easiest way to go solar! Installers compete for your business to give you more options and the best deal. Free instant solar estimate. For homes, businesses & non-profits.",LaunchPad Venture Group|New York Angels|Clean Energy Venture Group,304,4,270,103,https://mattermark.com/app/data/112072/,No,,,,clean energy|it|solar,26,26,0,0,21,5,24,89409,87278,2,72325,24,,,,,,,2924,,,,,24,7,243,94,199,-53,1047,1025,2,985,6,36,36,0,21,31,-32,151,148,2,137,10,1/1/2009,A,1500000,5/19/2015,1500000,boston,cambridge,boston,MA,usa,NA,No,5,11,136363.64
Enertiv,Assurance,Resources,analytics|cleantech|energy|internet of things,B2B,http://enertiv.com,,"Enertiv is a Digital Energy Company which provides a combination of hardware and software that allows buildings to monitor their
energy consumption in real-time to save energy and money. The hardware collects data at the
circuit level, providing detailed information on energy use. The software visualizes energy
consumption across an entire building portfolio, down to an individual piece of equipment.",R/GA Accelerator|Techstars|Semyon Dukach|R/GA Accelerator|Techstars|R/GA Ventures|Techstars|R/GA 2013,66,4,53,0,https://mattermark.com/app/data/138971/enertiv,No,,,,big data|machine learning|sustainability,17,17,0,0,13,4,31,1736,1747,-1,1897,-8,,,,,,,1177,,,,,2,1,100,12,12,0,348,347,0,346,1,2,1,100,5,2,150,171,170,1,166,3,1/1/2009,Pre Series A,1370000,7/29/2014,700000,new york,new york,new york,NY,usa,NA,No,15,24,29166.67
Farmigo,Assurance,Built Environment,e-commerce|food & beverages|hospitality|mobile,B2C,http://farmigo.com,,Farm Direct eCommerce,Benchmark|Formation 8|Benchmark|Hadi Partovi|Benchmark,282,2,175,109,https://mattermark.com/app/data/43068/farmigo,No,,,,consumer goods|social commerce|sustainability,87,79,8,10,54,33,61,234176,236831,-1,250551,-7,,,,,,,4008,,,,,28,28,0,106,117,-9,17541,16928,4,16187,8,193,223,-13,381,352,8,1362,1340,2,1298,5,1/1/2009,B,26000000,9/30/2015,16000000,bay area,palo alto,bay area,CA,usa,NA,No,1,0,0
Fenix International,Assurance,Resources,cleantech|energy|finance|mobile|payments,B2B,http://fenixintl.com,,Renewable Energy,ENGIE (formerly GDF SUEZ)|Orange Telecom|Schneider Electric|Tom Dinwoodie |Warner Phillips|Alphamundi|GVEP International,284,49,40,9,https://mattermark.com/app/data/91156/,No,,,,payments|solar|sustainability,103,98,5,5,76,27,36,310,333,-7,327,-5,,,,,,,1323,,,,,2,1,100,7,11,-36,1684,1685,0,1671,1,6,6,0,6,3,100,520,452,15,382,36,1/1/2009,B,126000000,1/27/2015,126000000,bay area,san francisco,bay area,CA,usa,NA,No,9,249,506024.1
FirstFuel Software,Assurance,Resources,analytics|cleantech|energy|government|real estate,B2B,http://firstfuel.com,,FirstFuel provides an analytics based customer intelligence platform for utilities and energy service providers,Vast Ventures|Next World Capital|Electranova Capital|Battery Ventures|RockPort Capital Partners|Nth Power|E.ON|E.ON|Battery Ventures|RockPort Capital Partners|Nth Power|Battery Ventures|Nth Power|Battery Ventures|Nth Power|RockPort Capital Partners,337,26,153,53,https://mattermark.com/app/data/73317/firstfuel-software,No,,,,big data|sustainability,85,81,4,5,61,24,39,6161,6889,-11,7299,-16,,,,,,,968,,,,,3,27,-89,39,26,50,,,,,,,,,,,,992,976,2,933,6,1/1/2010,C,43900000,4/8/2015,23000000,boston,lexington,boston,MA,usa,NA,No,7,112,205357.14
FiscalNote,Core,Government,analytics|enterprise software|government|legal,B2B|B2C|SaaS,http://fiscalnote.com,,Mapping the Political Genome.,Fresh VC|RenRen|Enspire Capital|New Enterprise Associates|AME Cloud Ventures|Middleland Capital|Winklevoss Capital|645 Ventures|Green Visor Capital|Visionnaire Ventures|Fresh VC|University of Maryland|First Round Capital|Mark Cuban|New Enterprise Associates|AME Cloud Ventures|Alireza Masrour|Plug and Play Ventures,445,56,151,5,https://mattermark.com/app/data/149951/,No,,,,big data|data visualization,90,85,5,6,48,42,88,3016,3242,-7,3873,-22,,,,,,,2828,,,,,26,28,-7,95,243,-61,2700,2690,0,2675,1,40,40,0,83,55,51,447,435,3,395,13,1/1/2013,B,18231500,2/3/2015,10000000,bay area,sunnyvale,bay area,CA,usa,NA,No,9,268,37313.43
Flair Vents,Assurance,Resources,energy|internet of things,,http://flair.co,,A complete line up of next generation heating and cooling products.,,69,0,69,500,https://mattermark.com/app/data/315875/,No,,,,clean energy|sustainability,2,2,0,0,2,0,0,147,152,-3,146,1,,,,,,,23130,,,,,,,,,,,,,,,,,,,,,,25,23,9,21,19,1/1/2014,Pre Series A,0,10/7/2014,0,,,,,,,No,13,2,0
FlyKly,Assurance,Resources,automotive|cleantech|consumer electronics|hardware|internet of things,B2C,http://flykly.com,,Lightweight and highly efficient all-in-one design pedal assist that fits on practically any bicycle.,,178,,178,77,https://mattermark.com/app/data/92604/,No,,,,consumer electronics|electric vehicles,3,3,0,0,4,-1,-25,17374,16574,5,17017,2,,,,,,,2781,,,,,55,8,588,77,29,166,24417,24340,0,23692,3,583,606,-4,126,122,3,88,86,2,80,10,1/1/2010,No Known Funding,,,,new york,new york,new york,NY,usa,NA,No,,,
Folsom Labs,Assurance,Resources,cleantech|energy|solar power,B2B|SaaS,http://folsomlabs.com,,Folsom Labs is developing the next generation of software tools for designing high-performance solar arrays in a fraction of the time.,Sheldon Kimber|Tim Ball|Fred Kittler,185,3,162,88,https://mattermark.com/app/data/179048/,No,,,,clean energy|solar|sustainability,6,6,0,0,3,3,100,6752,7325,-8,9152,-26,,,,,,,241,,,,,0,0,,0,17,-100,166,165,1,156,6,5,5,0,3,2,50,97,96,1,92,5,1/1/2011,Pre Series A,1000000,4/22/2015,1000000,bay area,san francisco,bay area,CA,usa,NA,No,6,13,76923.08
Fortified Bicycle,Safety,Mobility & Logistics,e-commerce|hardware|transportation,B2C,http://fortifiedbike.com,,"Anti-Theft, Weather Proof, City Proof Bike Lights",Foundry Group|FG Angels|JP Morgan Chase & Co|Boston 2014 Fall,141,2,125,-434,https://mattermark.com/app/data/272524/,No,,,,sporing goods,8,9,-1,-11,6,2,33,6559,6533,0,6729,-3,,,,,,,1586,,,,,56,3,1767,66,159,-58,17983,17967,0,17984,0,284,358,-21,122,188,-35,20,19,5,17,18,1/1/2011,Pre Series A,150000,1/21/2015,150000,boston,cambridge,boston,MA,usa,NA,No,9,9,16666.67
Freight Farms,Assurance,Resources,agriculture|cleantech|e-commerce|food & beverages,B2B|B2C,http://freightfarms.com,,Freight Farms offers high-volume crop production units made from upcycled shipping containers to support farming in any climate.,Techstars|Morningside Group|Spark Capital|Wefunder|LaunchCapital|Rothenberg Ventures|Morningside Group|Techstars|Boston 2013 Spring,173,7,147,390,https://mattermark.com/app/data/146511/freight-farms,No,,,,collisionconf2015,18,18,0,0,15,3,20,4453,4376,2,5588,-20,,,,,,,4086,,,,,9,11,-18,91,218,-58,5894,5545,6,2589,128,827,1021,-19,70,123,-43,347,332,5,284,22,1/1/2010,A,4900000,12/17/2014,3700000,boston,boston,boston,MA,usa,NA,No,10,53,69811.32
Fuse from Kynetx,Assurance,Built Environment,automotive|internet of things,B2C,http://joinfuse.com,,Connected car,,5,,5,-207,https://mattermark.com/app/data/246938/,No,,,,cloud computing|internet of things,,,,,,,,110,130,-15,18,511,,,,,,,5008,,,,,65,20,225,175,224,-22,247,247,0,247,0,1,,,1,,,,,,,,,No Known Funding,,,,,,,,,,No,,,
FusedCow,Assurance,Resources,Energy Efficiency,B2B|B2C,http://fusedcow.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getaround,Safety,Mobility & Logistics,automotive|e-commerce|transportation,B2C|Marketplace,http://getaround.com,,Getaround is a mobile application and a peer-to-peer car sharing marketplace that enables car owners to rent out their cars.,Marc Randolph|Barney Pell|Matt Mullenweg|Redpoint Ventures|General Catalyst Partners|CrunchFund|Menlo Ventures|Marissa Mayer|A-Grade Investments|Innovation Endeavors|Collaborative Fund|Correlation Ventures|Sam Shank|David Sacks|Bobby Yazdani|Matias de Tezanos|Dan Martell|Redpoint Ventures|Barney Pell|Venture51|Naval Ravikant|David Sacks|Shervin Pishevar|Morado Venture Partners|Tom McInerney|Ashton Kutcher|Menlo Ventures|SOSventures|Triangle Peak Partners|Cox Automotive|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures|Cox Automotive|Kelley Blue Book |Manheim Auctions|Menlo Ventures|Triangle Peak Partners|SOSventures,242,49,143,179,https://mattermark.com/app/data/46453/getaround,No,,,,collaborative consumption|consumer goods|p2p|social commerce,94,95,-1,-1,63,31,49,303661,305033,0,295303,3,574,484,19,89,545,0,10625,,,,,40,42,-5,184,196,-6,36948,36768,0,35526,4,457,598,-24,194,196,-1,1227,1206,2,1153,6,1/1/2009,B,113300000,11/20/2014,24000000,bay area,san francisco,bay area,CA,usa,NA,Yes,11,275,87272.73
"Getaround, Inc.",Safety,Mobility & Logistics,Mobility,B2C,http://www.getaround.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GetTaxi,Assurance,Built Environment,hospitality|mobile|transportation,B2C|Marketplace,http://gett.com,,"Just launched in NYC! The Manhattan, New York Gett Black Car application for iPhone and Android! No more waiting on the phone, just tap and there it is!",Kreos Capital|Shahar Waiser|Len Blavatnik|Access Industries|Shahar Waiser|InVenture Partners,645,199,286,56,https://mattermark.com/app/data/64577/,No,,,,location based services (lbs),284,273,11,4,212,72,34,279960,279136,0,273510,2,5671,5390,5,5487,3,0,,,,,,0,0,,0,0,,132813,131809,1,130413,2,489,411,19,114,135,-16,2920,2896,1,2814,4,1/1/2010,C,41000000,8/8/2013,12000000,tel aviv,tel aviv,,,isr,AS,Yes,27,2438,4922.07
Goal Zero,Assurance,Resources,Energy,B2C|B2B,http://goalzero.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVonomy,Core,Government,government|security,B2G|B2B,http://govonomy.com,,"GOVonomy connects public & private organizations with transformative technology products, platforms & services from innovative growth companies.",,10,,10,11,https://mattermark.com/app/data/170153/,No,,,,,,,,,,,,4,5,-20,5,-20,,,,,,,88,,,,,0,0,,2,6,-67,127,127,0,124,2,2,2,0,2,2,0,,,,,,,No Known Funding,,,,bay area,mill valley,bay area,CA,usa,NA,No,,,
Greater Places,Core,Government,Urban Planning,B2G,http://greaterplaces.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Charge Networks,Assurance,Resources,analytics|cleantech|energy,B2B,http://greenchargenet.com,,Intelligent Energy Storage,,181,31,84,-93,https://mattermark.com/app/data/147380/,No,,,,smart grid|sustainability,43,39,4,10,27,16,59,3,4,-25,25,-88,,,,,,,1765,,,,,2,8,-75,27,33,-18,182,182,0,170,7,6,6,0,2,2,0,368,362,2,342,8,1/1/2009,A,56000000,7/29/2014,56000000,bay area,santa clara,bay area,CA,usa,NA,No,15,227,246696.04
Greenlight Planet,Assurance,Resources,cleantech|retail|solar power,B2B|B2C,http://greenlightplanet.com,,Solar home lighting for the world's 1.5 billion off-grid villagers. Makers of the award-winning Sun King solar lantern.,Fidelity Growth Partners India,202,30,55,55,https://mattermark.com/app/data/86152/,No,,,,consumer goods|social good,139,137,2,1,121,18,15,5312,6275,-15,7573,-30,,,,,,,2,,,,,1,0,,2,19,-89,3686,3660,1,3580,3,348,309,13,53,87,-39,1848,1839,0,1812,2,1/1/2008,A,14000000,2/4/2015,10000000,chicago,riverside,chicago,IL,usa,NA,No,9,165,60606.06
Gridco Systems,Assurance,Resources,cleantech|energy|hardware,B2B,http://gridcosystems.com,,Gridco develops power management solutions for electric utilities.,General Catalyst Partners|Lux Capital|North Bridge|RockPort Capital Partners|General Catalyst Partners|North Bridge|Lux Capital|RockPort Capital Partners|RockPort Capital Partners|North Bridge|Kleiner Perkins Caufield & Byers|General Catalyst Partners|Lux Capital,121,13,85,0,https://mattermark.com/app/data/156125/,No,,,,,71,71,0,0,68,3,4,85,83,2,63,35,,,,,,,377,,,,,2,14,-86,16,5,220,27,27,0,27,0,1,,,1,0,,654,648,1,629,4,1/1/2010,B,34499992,7/1/2014,12000000,boston,woburn,boston,MA,usa,NA,No,16,130,92307.69
Hailo,Safety,Mobility & Logistics,e-commerce|mobile|transportation,B2C,http://hailocab.com,,Get a licensed car or taxi with just two taps of the free app on your iPhone or Android phone.,Red Swan Ventures|Accel Partners|Atomico|Wellington Partners|Wellington Partners|Atomico|KDDI Open Innovation Fund|Forward Partners|Red Swan Ventures|Accel Partners|Wellington Partners|Richard Branson|Phenomen Ventures|Union Square Ventures|KDDI|Atomico|Felicis Ventures,40,41,-32,10,https://mattermark.com/app/data/68699/,No,,,,android|location based services (lbs),199,196,3,2,197,2,1,820,695,18,1058,-22,,89,,89,,0,3212,,,,,34,38,-11,217,348,-38,84936,84731,0,84617,0,5,6,-17,11,9,22,4643,4595,1,4444,4,1/1/2010,B,50600000,12/31/2012,30600000,london,london,london,,gbr,EU,Yes,34,1285,23813.23
HammerHead,Assurance,Built Environment,entertainment|fitness and wellness|internet of things|transportation|Mobility|Cycling|IOT,B2C,http://hammerhead.io,,"Hammerhead Bicycle Navigation is a simple, smart and social navigation platform for bicycles that also includes local route discovery",R/GA Accelerator|Techstars|Techstars|Foundry Group|R/GA 2013,84,0,84,0,https://mattermark.com/app/data/225375/hammerhead-navigation,No,,,,fitness|health & wellness|maps|sports,9,9,0,0,6,3,50,4546,4476,2,3382,34,,95,,95,,0,997,,,189,428,0,0,,0,0,,4483,4484,0,4474,0,30,34,-12,28,31,-10,92,91,1,88,5,1/1/2012,Pre Series A,120000,12/1/2013,120000,new york,new york,new york,NY,usa,NA,Yes,23,18,6666.67
HandUp,,,crowdfunding|finance|mobile|payments,B2B|B2C,http://handup.us,,"HandUp lets you donate directly to homeless people and others in need in your neighborhood. We ensure that 100% of your donation goes toward basics like food, medical care, and housing through our nonprofit partners.",Urban.Us|SV Angel|Version One Ventures|Launch Fund|Eric Ries|Marc Benioff,204,1,201,15,https://mattermark.com/app/data/178054/handup,Yes,,,,payments|social good,6,6,0,0,7,-1,-14,2,6,-67,38,-95,,,,,,,2687,,,,,69,121,-43,2516,339,642,2391,2381,0,2348,2,52,52,0,60,58,3,127,124,2,115,10,1/1/2013,Pre Series A,850000,7/16/2014,850000,bay area,san francisco,bay area,CA,usa,NA,No,15,15,56666.67
HDScores,Assurance,Built Environment,advertising|government|hospitality|mobile|software development,B2B|B2C|Lead Generation|Metamediary,http://hdscores.com,,HDScores is a Comprehensive Search Engine working to Democratize Restaurant Inspection Data from Jurisdictions across the United States.,,36,,36,0,https://mattermark.com/app/data/136856/,No,,,,apis|big data|data mining|developer apis|document management|mobile advertising|productivity|restaurants|reviews & recommendations|sales,2,2,0,0,2,0,0,62,58,7,35,77,,,,,,,15316,,,,,4,8,-50,22,51,-57,89,89,0,89,0,2,1,100,1,1,0,11,11,0,9,22,1/1/2012,No Known Funding,,,,baltimore,baltimore,baltimore,MD,usa,NA,Yes,,,
Helmet Hub,Safety,Mobility & Logistics,Mobility|Cycling,B2B,http://helmet-hub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEVO Power,Assurance,Resources,cleantech|retail|transportation,B2B|B2C,http://hevopower.com,,We are creating the global standard of wireless charging. Our technology is designed to remove the pains at the plug with an integrated wireless solution. Learn more at hevopower.com,,48,,48,-1,https://mattermark.com/app/data/145707/,Yes,200000,,0,big data|supply chain|wholesale,8,10,-2,-20,8,0,0,23,12,92,10,130,,,,,,,,,,,,0,0,,0,0,,546,546,0,548,0,34,34,0,11,5,120,190,189,1,185,3,1/1/2011,Pre Series A,,,30000,new york,new york,new york,NY,usa,NA,No,,,0
HopSkipDrive,Safety,Mobility & Logistics,consumer services|transportation,B2C,http://hopskipdrive.com,,"HopSkipDrive is a ride service for kids founded in 2014 as a safe, reliable solution for families juggling today's busy schedules.",Upfront Ventures|FirstMark Capital|Joanne Wilson|Maveron|BBG Ventures,433,11,284,-567,https://mattermark.com/app/data/10897314/,No,,,,collaborative consumption|family,23,19,4,21,5,18,360,5970,5802,3,4595,30,,,,,,,449,,,,,7,1,600,13,3,333,,,,,,,,,,,,11,10,10,8,38,1/1/2014,Pre Series A,3900000,7/14/2015,3900000,los angeles,los angeles,los angeles,CA,usa,NA,No,3,24,162500
Houzz,Assurance,Built Environment,e-commerce|home decor|real estate,B2C,http://houzz.com,,"Houzz operates a platform for home remodeling and design, providing people with tools and home professionals they need to improve their homes (from decorating a room to building a custom home) from start to finish – online or from a mobile device. The company, which also has international offices in London, Berlin and Sydney, also launched the Houzz Marketplace, a marketplace for home products, and a redesign of its user experience.",GGV Capital |T. Rowe Price|Kleiner Perkins Caufield & Byers|Oren Zeev|New Enterprise Associates|Sequoia Capital|Great Oaks Venture Capital|Canvas Venture Fund|Oren Zeev|Gary Ginsberg|Jeff Fluhr|Amos Wilnai|New Enterprise Associates|GGV Capital |Sequoia Capital|Comcast Ventures|Kleiner Perkins Caufield & Byers|David Sacks|Sequoia Capital|Don Katz|Gary Ginsberg|Oren Zeev|Amos Wilnai,2863,574,769,338,https://mattermark.com/app/data/50952/houzz,No,,,,architecture|design|home & garden|home improvement|interior design|social media,983,957,26,3,705,278,39,8736806,8782436,-1,8968485,-3,11108,11787,-6,16897,-34,0,246457,,,,,2482,2331,6,8804,632,1293,1406156,1385908,1,1345479,5,13894,13714,1,20380,17620,16,21280,21057,1,20004,6,1/1/2009,Late,213600000,10/1/2014,165000000,bay area,palo alto,bay area,CA,usa,NA,Yes,13,4312,38265.31
Hyperloop Technologies,Safety,Mobility & Logistics,enterprise software|transportation,B2C,http://hyperlooptech.com,,We are developing the technology and hardware to make hyperloop a reality.,Sherpa Capital|Formation 8|Khosla Ventures|Formation 8|Sherpa Capital,1366,0,1086,539,https://mattermark.com/app/data/10917402/,No,,,,hyperloop|pioneer250,54,46,8,17,,,,27842,26977,3,25715,8,,,,,,,5288,,,,,,,,,,,3937,3788,4,3202,23,361,361,0,208,526,-60,494,444,11,,,1/1/2014,B,34500000,11/5/2015,26000000,los angeles,los angeles,los angeles,CA,usa,NA,No,0,,0
Intelen,Assurance,Resources,cleantech|energy,B2B|SaaS,http://intelen.com,,Change the worlds behavior towards more efficient management systems through data-driven business applications,,123,11,102,27,https://mattermark.com/app/data/50095/intelen,No,,,,gamification,25,26,-1,-4,26,-1,-4,243,186,31,256,-5,,,,,,,1457,,,,,3,1,200,16,23,-30,802,787,2,754,6,77,42,83,46,39,18,1577,1577,0,1575,0,1/1/2011,Pre Series A,610000,4/3/2013,360000,new york,new york,new york,NY,usa,NA,No,31,301,1196.01
Keen Home,Assurance,Resources,energy|hardware|internet of things,B2C,http://keenhome.io,,Keen Home builds proactive devices that aim to enhance the core functions of the home through innovative hardware and software solutions. Keen Home's first product is a smart home air vent that opens and closes to intelligently redirect airflow throughout a home.,Galvanize Ventures|Techstars|Techstars Ventures|R/GA Accelerator|Techstars|R/GA 2013,353,,353,62,https://mattermark.com/app/data/250905/,No,,,,clean energy|consumer electronics|consumer goods|sustainability,,,,,,,,19372,19111,1,15398,26,,,,,,,1990,,,,,7,10,-30,32,117,-73,7538,7308,3,6789,11,77,107,-28,872,874,0,,,,,,,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,No,,,
Kiwi Ki,Assurance,Built Environment,cloud computing|consumer electronics|hardware|internet of things|security,B2C|SaaS,http://kiwi.ki,,Secure handsfree access,Urban.Us|Paua Ventures,127,,127,-489,https://mattermark.com/app/data/193160/,No,,,,internet of things|logistics,,,,,,,,7546,6724,12,2135,253,,,,,,,199,,,,,0,0,,3,36,-92,,,,,,,,,,,,,,,,,,A,4340000,3/31/2015,4340000,berlin,berlin,,,deu,EU,No,7,,0
Lagoon Systems Inc.,Assurance,Resources,cleantech|hardware|internet of things|mobile,,http://golagoon.com,,The future of water management. Lagoon sensors take the current meter infrastructure of the facility or commercial site and make it smart. The meters will be happy to join the Industrial Internet of Things,,-21,,-21,5,https://mattermark.com/app/data/10900361/,No,,,,,,,,,,,,58,66,-12,60,-3,,,,,,,269,,,,,9,14,-36,23,57,-60,365,367,-1,367,-1,2,2,0,1,1,0,,,,,,,Pre Series A,0,,,,,,,,,No,,,
LeCab,Safety,Mobility & Logistics,enterprise software|transportation,B2C,http://lecab.fr,,Lecab is a private transportation service offering cab services with flexible booking options via a mobile app and the web.,,369,32,305,-590,https://mattermark.com/app/data/158256/lecab,No,,,,design,39,36,3,8,29,10,34,42574,41569,2,41565,2,,,,,,,10301,,,,,4,11,-64,140,120,17,47307,47231,0,47069,1,148,147,1,75,84,-11,217,211,3,196,11,1/1/2012,B,10880030,11/14/2013,6800000,paris,paris,,,fra,EU,No,23,374,18181.82
LIFX,Assurance,Resources,cleantech|hardware|internet of things,B2C,http://lifx.com,,The lightbulb reinvented,Sequoia Capital,467,7,443,-395,https://mattermark.com/app/data/116685/,No,,,,consumer electronics|internet of things|pioneer250,26,26,0,0,28,-2,-7,231556,228371,1,217695,6,,3078,,3568,,0,10921,,,,,118,177,-33,495,232,113,24524,24459,0,24356,1,222,191,16,195,212,-8,672,664,1,646,4,1/1/2012,A,12000000,6/23/2014,12000000,bay area,cremorne,bay area,,usa,NA,Yes,16,131,91603.05
